index,Datetime1,DAYTON_MW,Datetime,label
3291,10,24.533,5/21/2022 3:00,1
3292,11,25.25,5/21/2022 4:00,1
3293,12,26.3,5/21/2022 5:00,1
3294,13,27.5,5/21/2022 6:00,1
3295,14,28.667,5/21/2022 7:00,1
3296,15,29.65,5/21/2022 8:00,1
3297,16,19.667,5/21/2022 9:00,0
3298,17,17,5/21/2022 10:00,0
3299,18,23.9,5/21/2022 11:00,1
3300,19,25.533,5/21/2022 12:00,1
3301,20,26,5/21/2022 13:00,1
3302,21,25.9,5/21/2022 14:00,1
3303,22,25.6,5/21/2022 15:00,1
3304,23,25.3,5/21/2022 16:00,1
3305,0,25.333,5/21/2022 17:00,1
3306,1,25.733,5/21/2022 18:00,1
3307,2,26.033,5/21/2022 19:00,1
3308,3,26.1,5/21/2022 20:00,1
3309,4,26.133,5/21/2022 21:00,1
3310,5,26.1,5/21/2022 22:00,1
3311,6,15.533,5/21/2022 23:00,0
3312,7,10.167,5/22/2022 0:00,0
3313,8,19.25,5/22/2022 1:00,0
3314,9,21.533,5/22/2022 2:00,1
3315,10,23.1,5/22/2022 3:00,1
3316,11,24.5,5/22/2022 4:00,1
3317,12,26.067,5/22/2022 5:00,1
3318,13,11.767,5/22/2022 6:00,0
3319,14,12.1,5/22/2022 7:00,0
3320,15,15.367,5/22/2022 8:00,0
3321,16,12.05,5/22/2022 9:00,0
3322,17,11.067,5/22/2022 10:00,0
3323,18,10.533,5/22/2022 11:00,0
3324,19,9.333,5/22/2022 12:00,1
3325,20,12.5,5/22/2022 13:00,0
3326,21,8.5,5/22/2022 14:00,1
3327,22,8.05,5/22/2022 15:00,1
3328,23,8.067,5/22/2022 16:00,1
3329,0,17.3,5/22/2022 17:00,0
3330,1,22.7,5/22/2022 18:00,1
3331,2,24.667,5/22/2022 19:00,1
3332,3,25.733,5/22/2022 20:00,1
3333,4,26.15,5/22/2022 21:00,1
3334,5,26.367,5/22/2022 22:00,1
3335,6,26.4,5/22/2022 23:00,1
3336,7,25.333,5/23/2022 0:00,1
3337,8,9.467,5/23/2022 1:00,1
3338,9,9.433,5/23/2022 2:00,1
3339,10,10,5/23/2022 3:00,0
3340,11,12.867,5/23/2022 4:00,0
3341,12,10.767,5/23/2022 5:00,0
3342,13,10.667,5/23/2022 6:00,0
3343,14,11,5/23/2022 7:00,0
3344,15,14.267,5/23/2022 8:00,0
3345,16,11.05,5/23/2022 9:00,0
3346,17,10.5,5/23/2022 10:00,0
3347,18,9.933,5/23/2022 11:00,1
3348,19,9.233,5/23/2022 12:00,1
3349,20,18.88,5/23/2022 13:00,0
3350,21,8.5,5/23/2022 14:00,1
3351,22,8.333,5/23/2022 15:00,1
3352,23,7.975,5/23/2022 16:00,1
3353,0,19.233,5/23/2022 17:00,0
3354,1,22.833,5/23/2022 18:00,1
3355,2,24.3,5/23/2022 19:00,1
3356,3,24.9,5/23/2022 20:00,1
3357,4,25.167,5/23/2022 21:00,1
3358,5,25.3,5/23/2022 22:00,1
3359,6,25.3,5/23/2022 23:00,1
3360,7,25.333,5/24/2022 0:00,1
3361,8,25.6,5/24/2022 1:00,1
3362,9,26.2,5/24/2022 2:00,1
3363,10,26.9,5/24/2022 3:00,1
3364,11,27.867,5/24/2022 4:00,1
3365,12,28.933,5/24/2022 5:00,1
3366,13,30,5/24/2022 6:00,1
3367,14,30.8,5/24/2022 7:00,1
3368,15,31.45,5/24/2022 8:00,1
3369,16,31.967,5/24/2022 9:00,1
3370,17,32,5/24/2022 10:00,1
3371,18,31.9,5/24/2022 11:00,1
3372,19,31.6,5/24/2022 12:00,1
3373,20,30.833,5/24/2022 13:00,1
3374,21,30.133,5/24/2022 14:00,1
3375,22,29.5,5/24/2022 15:00,1
3376,23,28.9,5/24/2022 16:00,1
3377,0,28.333,5/24/2022 17:00,1
3378,1,27.9,5/24/2022 18:00,1
3379,2,27.625,5/24/2022 19:00,1
3380,3,27.3,5/24/2022 20:00,1
3381,4,27,5/24/2022 21:00,1
3382,5,26.8,5/24/2022 22:00,1
3383,6,26.467,5/24/2022 23:00,1
3384,7,20.633,5/25/2022 0:00,0
3385,8,9.433,5/25/2022 1:00,1
3386,9,9.4,5/25/2022 2:00,1
3387,10,9.5,5/25/2022 3:00,1
3388,11,12.867,5/25/2022 4:00,0
3389,12,10.8,5/25/2022 5:00,0
3390,13,10.8,5/25/2022 6:00,0
3391,14,10.8,5/25/2022 7:00,0
3392,15,15.7,5/25/2022 8:00,0
3393,16,17.633,5/25/2022 9:00,0
3394,17,23.833,5/25/2022 10:00,1
3395,18,25.033,5/25/2022 11:00,1
3396,19,25.4,5/25/2022 12:00,1
3397,20,25.4,5/25/2022 13:00,1
3398,21,25.233,5/25/2022 14:00,1
3399,22,24.95,5/25/2022 15:00,1
3400,23,24.733,5/25/2022 16:00,1
3401,0,24.8,5/25/2022 17:00,1
3402,1,25.175,5/25/2022 18:00,1
3403,2,25.425,5/25/2022 19:00,1
3404,3,25.6,5/25/2022 20:00,1
3405,4,25.7,5/25/2022 21:00,1
3406,5,25.7,5/25/2022 22:00,1
3407,6,25.633,5/25/2022 23:00,1
3408,7,25.2,5/26/2022 0:00,1
3409,8,9.2,5/26/2022 1:00,1
3410,9,8.75,5/26/2022 2:00,1
3411,10,9.2,5/26/2022 3:00,1
3412,11,11.633,5/26/2022 4:00,0
3413,12,11.767,5/26/2022 5:00,0
3414,13,10.4,5/26/2022 6:00,0
3415,14,10.6,5/26/2022 7:00,0
3416,15,12.767,5/26/2022 8:00,0
3417,16,10.55,5/26/2022 9:00,0
3418,17,9.833,5/26/2022 10:00,1
3419,18,8.967,5/26/2022 11:00,1
3420,19,8.3,5/26/2022 12:00,1
3421,20,11.967,5/26/2022 13:00,0
3422,21,8.2,5/26/2022 14:00,1
3423,22,8.367,5/26/2022 15:00,1
3424,23,8.7,5/26/2022 16:00,1
3425,0,15.333,5/26/2022 17:00,0
3426,1,21.7,5/26/2022 18:00,1
3427,2,23.467,5/26/2022 19:00,1
3428,3,24.433,5/26/2022 20:00,1
3429,4,24.9,5/26/2022 21:00,1
3430,5,25.067,5/26/2022 22:00,1
3431,6,25.2,5/26/2022 23:00,1
3432,7,24.467,5/27/2022 0:00,1
3433,8,24.067,5/27/2022 1:00,1
3434,9,24.1,5/27/2022 2:00,1
3435,10,24.433,5/27/2022 3:00,1
3436,11,25.367,5/27/2022 4:00,1
3437,12,26.267,5/27/2022 5:00,1
3438,13,26.7,5/27/2022 6:00,1
3439,14,27.15,5/27/2022 7:00,1
3440,15,27.633,5/27/2022 8:00,1
3441,16,17.367,5/27/2022 9:00,0
3442,17,10.267,5/27/2022 10:00,0
3443,18,9.467,5/27/2022 11:00,1
3444,19,8.98,5/27/2022 12:00,1
3445,20,8.633,5/27/2022 13:00,1
3446,21,8.233,5/27/2022 14:00,1
3447,22,8.3,5/27/2022 15:00,1
3448,23,8.4,5/27/2022 16:00,1
3449,0,21.067,5/27/2022 17:00,0
3450,1,23.35,5/27/2022 18:00,1
3451,2,24.4,5/27/2022 19:00,1
3452,3,24.967,5/27/2022 20:00,1
3453,4,25.267,5/27/2022 21:00,1
3454,5,25.4,5/27/2022 22:00,1
3455,6,25.4,5/27/2022 23:00,1
3456,7,21.9,5/28/2022 0:00,1
3457,8,21.3,5/28/2022 1:00,1
3458,9,22.667,5/28/2022 2:00,1
3459,10,24,5/28/2022 3:00,1
3460,11,25.133,5/28/2022 4:00,1
3461,12,26.533,5/28/2022 5:00,1
3462,13,27.067,5/28/2022 6:00,1
3463,14,27.467,5/28/2022 7:00,1
3464,15,28,5/28/2022 8:00,1
3465,16,11.567,5/28/2022 9:00,0
3466,17,10.733,5/28/2022 10:00,0
3467,18,10.133,5/28/2022 11:00,0
3468,19,9.933,5/28/2022 12:00,1
3469,20,9.5,5/28/2022 13:00,1
3470,21,9.3,5/28/2022 14:00,1
3471,22,8.933,5/28/2022 15:00,1
3472,23,8.667,5/28/2022 16:00,1
3473,0,15.433,5/28/2022 17:00,0
3474,1,21.967,5/28/2022 18:00,1
3475,2,23.6,5/28/2022 19:00,1
3476,3,24.533,5/28/2022 20:00,1
3477,4,24.867,5/28/2022 21:00,1
3478,5,25.067,5/28/2022 22:00,1
3479,6,25,5/28/2022 23:00,1
3480,7,24.3,5/29/2022 0:00,1
3481,8,9.767,5/29/2022 1:00,1
3482,9,9.4,5/29/2022 2:00,1
3483,10,9.65,5/29/2022 3:00,1
3484,11,11.067,5/29/2022 4:00,0
3485,12,11.467,5/29/2022 5:00,0
3486,13,11.267,5/29/2022 6:00,0
3487,14,11.633,5/29/2022 7:00,0
3488,15,15.533,5/29/2022 8:00,0
3489,16,12.4,5/29/2022 9:00,0
3490,7,13.6,5/29/2022 10:00,0
3491,8,9.167,5/29/2022 11:00,1
3492,9,8.967,5/29/2022 12:00,1
3493,10,9.4,5/29/2022 13:00,1
3494,11,9.775,5/29/2022 14:00,1
3495,12,10.333,5/29/2022 15:00,0
3496,13,10.533,5/29/2022 16:00,0
3497,14,10.567,5/29/2022 17:00,0
3498,15,16.233,5/29/2022 18:00,0
3499,16,16.033,5/29/2022 19:00,0
3500,17,9.95,5/29/2022 20:00,1
3501,18,9.067,5/29/2022 21:00,1
3502,19,8.433,5/29/2022 22:00,1
3503,20,8.2,5/29/2022 23:00,1
3504,21,8.65,5/30/2022 0:00,1
3505,22,8.167,5/30/2022 1:00,1
3506,23,8.1,5/30/2022 2:00,1
3507,0,19.167,5/30/2022 3:00,0
3508,1,22.767,5/30/2022 4:00,1
3509,2,24.133,5/30/2022 5:00,1
3510,3,24.767,5/30/2022 6:00,1
3511,4,25.067,5/30/2022 7:00,1
3512,5,25.2,5/30/2022 8:00,1
3513,6,25.2,5/30/2022 9:00,1
3514,7,25.3,5/30/2022 10:00,1
3515,8,25.733,5/30/2022 11:00,1
3516,9,26.2,5/30/2022 12:00,1
3517,10,26.833,5/30/2022 13:00,1
3518,11,27.7,5/30/2022 14:00,1
3519,12,28.6,5/30/2022 15:00,1
3520,13,29.5,5/30/2022 16:00,1
3521,14,30.4,5/30/2022 17:00,1
3522,15,31.1,5/30/2022 18:00,1
3523,16,31.6,5/30/2022 19:00,1
3524,17,31.833,5/30/2022 20:00,1
3525,18,31.533,5/30/2022 21:00,1
3526,19,30.9,5/30/2022 22:00,1
3527,20,30.3,5/30/2022 23:00,1
3528,21,29.767,5/31/2022 0:00,1
3529,22,29.1,5/31/2022 1:00,1
3530,23,28.7,5/31/2022 2:00,1
3531,0,28.233,5/31/2022 3:00,1
3532,1,27.8,5/31/2022 4:00,1
3533,2,27.433,5/31/2022 5:00,1
3534,3,27.1,5/31/2022 6:00,1
3535,4,26.867,5/31/2022 7:00,1
3536,5,26.633,5/31/2022 8:00,1
3537,6,26.367,5/31/2022 9:00,1
3538,7,12.367,5/31/2022 10:00,0
3539,8,20.967,5/31/2022 11:00,0
3540,9,23,5/31/2022 12:00,1
3541,10,24.267,5/31/2022 13:00,1
3542,11,25.4,5/31/2022 14:00,1
3543,12,26.8,5/31/2022 15:00,1
3544,13,17.2,5/31/2022 16:00,0
3545,14,10.933,5/31/2022 17:00,0
3546,15,13.233,5/31/2022 18:00,0
3547,16,10.975,5/31/2022 19:00,0
3548,17,10.667,5/31/2022 20:00,0
3549,18,9.733,5/31/2022 21:00,1
3550,19,9.1,5/31/2022 22:00,1
3551,20,13.65,5/31/2022 23:00,0
3552,21,8.833,6/1/2022 0:00,1
3553,22,8.6,6/1/2022 1:00,1
3554,23,8.333,6/1/2022 2:00,1
3555,0,14.9,6/1/2022 3:00,0
3556,1,21.767,6/1/2022 4:00,1
3557,2,23.567,6/1/2022 5:00,1
3558,3,24.5,6/1/2022 6:00,1
3559,4,25,6/1/2022 7:00,1
3560,5,25.2,6/1/2022 8:00,1
3561,6,25.3,6/1/2022 9:00,1
3562,7,21.433,6/1/2022 10:00,1
3563,8,9.267,6/1/2022 11:00,1
3564,9,9.4,6/1/2022 12:00,1
3565,10,9.7,6/1/2022 13:00,1
3566,11,10.167,6/1/2022 14:00,0
3567,12,10.833,6/1/2022 15:00,0
3568,13,10.9,6/1/2022 16:00,0
3569,14,10.967,6/1/2022 17:00,0
3570,15,14.633,6/1/2022 18:00,0
3571,16,11.233,6/1/2022 19:00,0
3572,17,10.1,6/1/2022 20:00,0
3573,18,9.433,6/1/2022 21:00,1
3574,19,8.8,6/1/2022 22:00,1
3575,20,13.2,6/1/2022 23:00,0
3576,21,8.6,6/2/2022 0:00,1
3577,22,8.367,6/2/2022 1:00,1
3578,23,8.45,6/2/2022 2:00,1
3579,0,14.667,6/2/2022 3:00,0
3580,1,21.667,6/2/2022 4:00,1
3581,2,23.633,6/2/2022 5:00,1
3582,3,24.6,6/2/2022 6:00,1
3583,4,25.133,6/2/2022 7:00,1
3584,5,25.433,6/2/2022 8:00,1
3585,6,25.533,6/2/2022 9:00,1
3586,7,24.867,6/2/2022 10:00,1
3587,8,24.667,6/2/2022 11:00,1
3588,9,24.9,6/2/2022 12:00,1
3589,10,25.3,6/2/2022 13:00,1
3590,11,25.8,6/2/2022 14:00,1
3591,12,16.667,6/2/2022 15:00,0
3592,13,11.4,6/2/2022 16:00,0
3593,14,11.533,6/2/2022 17:00,0
3594,15,13.033,6/2/2022 18:00,0
3595,16,18.567,6/2/2022 19:00,0
3596,17,25.6,6/2/2022 20:00,1
3597,18,26.7,6/2/2022 21:00,1
3598,19,26.967,6/2/2022 22:00,1
3599,20,26.775,6/2/2022 23:00,1
3600,21,26.35,6/3/2022 0:00,1
3601,22,25.833,6/3/2022 1:00,1
3602,23,25.45,6/3/2022 2:00,1
3603,0,25.3,6/3/2022 3:00,1
3604,1,25.5,6/3/2022 4:00,1
3605,2,25.6,6/3/2022 5:00,1
3606,3,25.7,6/3/2022 6:00,1
3607,4,25.633,6/3/2022 7:00,1
3608,5,25.6,6/3/2022 8:00,1
3609,6,25.567,6/3/2022 9:00,1
3610,7,25.133,6/3/2022 10:00,1
3611,8,24.9,6/3/2022 11:00,1
3612,9,25,6/3/2022 12:00,1
3613,10,25.667,6/3/2022 13:00,1
3614,11,26.633,6/3/2022 14:00,1
3615,12,27.6,6/3/2022 15:00,1
3616,13,28.333,6/3/2022 16:00,1
3617,14,29.3,6/3/2022 17:00,1
3618,15,29.95,6/3/2022 18:00,1
3619,16,18.267,6/3/2022 19:00,0
3620,17,10.933,6/3/2022 20:00,0
3621,18,10.3,6/3/2022 21:00,0
3622,19,9.9,6/3/2022 22:00,1
3623,20,12.6,6/3/2022 23:00,0
3624,21,9.567,6/4/2022 0:00,1
3625,22,9.433,6/4/2022 1:00,1
3626,23,15.667,6/4/2022 2:00,0
3627,16,17.1,6/4/2022 3:00,0
3628,17,10.8,6/4/2022 4:00,0
3629,18,9.6,6/4/2022 5:00,1
3630,19,8.733,6/4/2022 6:00,1
3631,20,8.3,6/4/2022 7:00,1
3632,21,8.633,6/4/2022 8:00,1
3633,22,9.033,6/4/2022 9:00,1
3634,23,8.833,6/4/2022 10:00,1
3635,0,17.633,6/4/2022 11:00,0
3636,1,22.267,6/4/2022 12:00,1
3637,2,23.9,6/4/2022 13:00,1
3638,3,24.733,6/4/2022 14:00,1
3639,4,25.2,6/4/2022 15:00,1
3640,5,25.425,6/4/2022 16:00,1
3641,6,25.4,6/4/2022 17:00,1
3642,7,24.9,6/4/2022 18:00,1
3643,8,24.7,6/4/2022 19:00,1
3644,9,24.8,6/4/2022 20:00,1
3645,10,25.2,6/4/2022 21:00,1
3646,11,25.9,6/4/2022 22:00,1
3647,12,26.6,6/4/2022 23:00,1
3648,13,27.267,6/5/2022 0:00,1
3649,14,28.05,6/5/2022 1:00,1
3650,15,28.733,6/5/2022 2:00,1
3651,16,29.367,6/5/2022 3:00,1
3652,17,29.467,6/5/2022 4:00,1
3653,18,29.35,6/5/2022 5:00,1
3654,19,28.967,6/5/2022 6:00,1
3655,20,28.367,6/5/2022 7:00,1
3656,21,28.033,6/5/2022 8:00,1
3657,22,27.567,6/5/2022 9:00,1
3658,23,27.1,6/5/2022 10:00,1
3659,8,16.15,6/5/2022 11:00,0
3660,9,9.233,6/5/2022 12:00,1
3661,10,9.767,6/5/2022 13:00,1
3662,11,10.367,6/5/2022 14:00,0
3663,12,11.233,6/5/2022 15:00,0
3664,13,11.3,6/5/2022 16:00,0
3665,14,11.367,6/5/2022 17:00,0
3666,15,18,6/5/2022 18:00,0
3667,16,12.933,6/5/2022 19:00,0
3668,17,11.033,6/5/2022 20:00,0
3669,18,10.25,6/5/2022 21:00,0
3670,19,9.567,6/5/2022 22:00,1
3671,20,8.9,6/5/2022 23:00,1
3672,21,8.4,6/6/2022 0:00,1
3673,22,8.433,6/6/2022 1:00,1
3674,23,8.533,6/6/2022 2:00,1
3675,0,18.967,6/6/2022 3:00,0
3676,1,23.1,6/6/2022 4:00,1
3677,2,24.567,6/6/2022 5:00,1
3678,3,25.2,6/6/2022 6:00,1
3679,4,25.7,6/6/2022 7:00,1
3680,5,26,6/6/2022 8:00,1
3681,6,26.2,6/6/2022 9:00,1
3682,7,25.667,6/6/2022 10:00,1
3683,8,25.033,6/6/2022 11:00,1
3684,9,25.15,6/6/2022 12:00,1
3685,10,25.367,6/6/2022 13:00,1
3686,11,25.85,6/6/2022 14:00,1
3687,12,26.7,6/6/2022 15:00,1
3688,13,27.533,6/6/2022 16:00,1
3689,14,28.333,6/6/2022 17:00,1
3690,15,29,6/6/2022 18:00,1
3691,16,29.367,6/6/2022 19:00,1
3692,17,29.4,6/6/2022 20:00,1
3693,18,29.167,6/6/2022 21:00,1
3694,19,28.7,6/6/2022 22:00,1
3695,20,28.133,6/6/2022 23:00,1
3696,21,27.6,6/7/2022 0:00,1
3697,22,27.067,6/7/2022 1:00,1
3698,23,26.7,6/7/2022 2:00,1
3699,0,26.633,6/7/2022 3:00,1
3700,1,26.7,6/7/2022 4:00,1
3701,2,26.7,6/7/2022 5:00,1
3702,3,26.7,6/7/2022 6:00,1
3703,4,26.567,6/7/2022 7:00,1
3704,5,26.433,6/7/2022 8:00,1
3705,6,26.333,6/7/2022 9:00,1
3706,7,26.133,6/7/2022 10:00,1
3707,8,25.95,6/7/2022 11:00,1
3708,9,26.067,6/7/2022 12:00,1
3709,10,26.2,6/7/2022 13:00,1
3710,11,26.533,6/7/2022 14:00,1
3711,12,27.1,6/7/2022 15:00,1
3712,13,27.8,6/7/2022 16:00,1
3713,14,28.733,6/7/2022 17:00,1
3714,15,29.25,6/7/2022 18:00,1
3715,7,11.1,6/7/2022 19:00,0
3716,8,9.5,6/7/2022 20:00,1
3717,9,9.433,6/7/2022 21:00,1
3718,10,14.9,6/7/2022 22:00,0
3719,11,10.35,6/7/2022 23:00,0
3720,12,15.2,6/8/2022 0:00,0
3721,13,23.3,6/8/2022 1:00,1
3722,14,26.2,6/8/2022 2:00,1
3723,15,27.767,6/8/2022 3:00,1
3724,16,19.725,6/8/2022 4:00,0
3725,17,11.367,6/8/2022 5:00,0
3726,18,10.6,6/8/2022 6:00,0
3727,19,10,6/8/2022 7:00,0
3728,20,14.7,6/8/2022 8:00,0
3729,21,9.1,6/8/2022 9:00,1
3730,22,8.7,6/8/2022 10:00,1
3731,23,8.467,6/8/2022 11:00,1
3732,0,18.7,6/8/2022 12:00,0
3733,1,22.933,6/8/2022 13:00,1
3734,2,24.667,6/8/2022 14:00,1
3735,3,25.6,6/8/2022 15:00,1
3736,4,25.95,6/8/2022 16:00,1
3737,5,26.25,6/8/2022 17:00,1
3738,6,26.3,6/8/2022 18:00,1
3739,7,25.933,6/8/2022 19:00,1
3740,8,25.533,6/8/2022 20:00,1
3741,9,25.6,6/8/2022 21:00,1
3742,10,26.1,6/8/2022 22:00,1
3743,11,26.767,6/8/2022 23:00,1
3744,12,27.7,6/9/2022 0:00,1
3745,13,28.367,6/9/2022 1:00,1
3746,14,29.1,6/9/2022 2:00,1
3747,15,29.667,6/9/2022 3:00,1
3748,16,29.933,6/9/2022 4:00,1
3749,17,29.5,6/9/2022 5:00,1
3750,18,28.833,6/9/2022 6:00,1
3751,19,27.9,6/9/2022 7:00,1
3752,20,27.233,6/9/2022 8:00,1
3753,21,26.467,6/9/2022 9:00,1
3754,22,26.033,6/9/2022 10:00,1
3755,23,25.65,6/9/2022 11:00,1
3756,0,25.85,6/9/2022 12:00,1
3757,1,26.1,6/9/2022 13:00,1
3758,2,26.367,6/9/2022 14:00,1
3759,3,26.5,6/9/2022 15:00,1
3760,4,26.5,6/9/2022 16:00,1
3761,5,26.5,6/9/2022 17:00,1
3762,6,26.5,6/9/2022 18:00,1
3763,7,21.167,6/9/2022 19:00,1
3764,8,19.867,6/9/2022 20:00,0
3765,9,22.733,6/9/2022 21:00,1
3766,10,24.5,6/9/2022 22:00,1
3767,11,21.367,6/9/2022 23:00,1
3768,12,11.133,6/10/2022 0:00,0
3769,13,10.7,6/10/2022 1:00,0
3770,14,11.167,6/10/2022 2:00,0
3771,15,23.65,6/10/2022 3:00,1
3772,16,11.3,6/10/2022 4:00,0
3773,17,16.85,6/10/2022 5:00,0
3774,18,16.667,6/10/2022 6:00,0
3775,19,21.9,6/10/2022 7:00,1
3776,20,23.233,6/10/2022 8:00,1
3777,21,23.5,6/10/2022 9:00,1
3778,22,23.6,6/10/2022 10:00,1
3779,23,24.1,6/10/2022 11:00,1
3780,0,24.5,6/10/2022 12:00,1
3781,1,25.033,6/10/2022 13:00,1
3782,2,25.35,6/10/2022 14:00,1
3783,3,25.6,6/10/2022 15:00,1
3784,4,25.867,6/10/2022 16:00,1
3785,5,26,6/10/2022 17:00,1
3786,6,26,6/10/2022 18:00,1
3787,7,26.25,6/10/2022 19:00,1
3788,8,26.6,6/10/2022 20:00,1
3789,9,26.967,6/10/2022 21:00,1
3790,10,27.533,6/10/2022 22:00,1
3791,11,28.3,6/10/2022 23:00,1
3792,12,29.267,6/11/2022 0:00,1
3793,13,29.767,6/11/2022 1:00,1
3794,14,29.8,6/11/2022 2:00,1
3795,15,29.75,6/11/2022 3:00,1
3796,16,29.7,6/11/2022 4:00,1
3797,17,29.5,6/11/2022 5:00,1
3798,18,29.2,6/11/2022 6:00,1
3799,19,28.9,6/11/2022 7:00,1
3800,20,28.6,6/11/2022 8:00,1
3801,21,28.35,6/11/2022 9:00,1
3802,22,28.1,6/11/2022 10:00,1
3803,23,27.8,6/11/2022 11:00,1
3804,0,27.6,6/11/2022 12:00,1
3805,1,27.433,6/11/2022 13:00,1
3806,2,27.267,6/11/2022 14:00,1
3807,3,27.167,6/11/2022 15:00,1
3808,4,27,6/11/2022 16:00,1
3809,5,23.3,6/11/2022 17:00,1
3810,6,16.1,6/11/2022 18:00,0
3811,7,10.9,6/11/2022 19:00,0
3812,8,18.533,6/11/2022 20:00,0
3813,9,22.1,6/11/2022 21:00,1
3814,10,22.9,6/11/2022 22:00,1
3815,8,10.45,6/11/2022 23:00,0
3816,9,9.267,6/12/2022 0:00,1
3817,10,15.067,6/12/2022 1:00,0
3818,11,21.833,6/12/2022 2:00,1
3819,12,23.967,6/12/2022 3:00,1
3820,13,25.033,6/12/2022 4:00,1
3821,14,25.7,6/12/2022 5:00,1
3822,15,26.4,6/12/2022 6:00,1
3823,16,26.8,6/12/2022 7:00,1
3824,17,26.867,6/12/2022 8:00,1
3825,18,26.7,6/12/2022 9:00,1
3826,19,26.333,6/12/2022 10:00,1
3827,20,25.8,6/12/2022 11:00,1
3828,21,25.233,6/12/2022 12:00,1
3829,22,24.733,6/12/2022 13:00,1
3830,23,24.3,6/12/2022 14:00,1
3831,0,24.267,6/12/2022 15:00,1
3832,1,24.7,6/12/2022 16:00,1
3833,2,25.133,6/12/2022 17:00,1
3834,3,25.4,6/12/2022 18:00,1
3835,4,25.5,6/12/2022 19:00,1
3836,5,25.6,6/12/2022 20:00,1
3837,6,25.567,6/12/2022 21:00,1
3838,7,25.033,6/12/2022 22:00,1
3839,8,24.667,6/12/2022 23:00,1
3840,9,24.775,6/13/2022 0:00,1
3841,10,25.133,6/13/2022 1:00,1
3842,11,25.7,6/13/2022 2:00,1
3843,12,26.3,6/13/2022 3:00,1
3844,13,26.833,6/13/2022 4:00,1
3845,14,27.4,6/13/2022 5:00,1
3846,15,27.8,6/13/2022 6:00,1
3847,16,27.933,6/13/2022 7:00,1
3848,17,28.067,6/13/2022 8:00,1
3849,18,28,6/13/2022 9:00,1
3850,19,27.6,6/13/2022 10:00,1
3851,20,27.133,6/13/2022 11:00,1
3852,21,26.7,6/13/2022 12:00,1
3853,22,26.267,6/13/2022 13:00,1
3854,23,25.767,6/13/2022 14:00,1
3855,0,25.5,6/13/2022 15:00,1
3856,1,25.767,6/13/2022 16:00,1
3857,2,25.933,6/13/2022 17:00,1
3858,3,26,6/13/2022 18:00,1
3859,4,26,6/13/2022 19:00,1
3860,5,25.9,6/13/2022 20:00,1
3861,6,25.8,6/13/2022 21:00,1
3862,7,20.3,6/13/2022 22:00,0
3863,8,9.733,6/13/2022 23:00,1
3864,9,9.733,6/14/2022 0:00,1
3865,10,10.033,6/14/2022 1:00,0
3866,11,10.7,6/14/2022 2:00,0
3867,12,13.075,6/14/2022 3:00,0
3868,13,11.5,6/14/2022 4:00,0
3869,14,11.5,6/14/2022 5:00,0
3870,15,11.933,6/14/2022 6:00,0
3871,16,19.567,6/14/2022 7:00,0
3872,17,24.567,6/14/2022 8:00,1
3873,18,25.3,6/14/2022 9:00,1
3874,19,25.6,6/14/2022 10:00,1
3875,20,25.633,6/14/2022 11:00,1
3876,21,25.4,6/14/2022 12:00,1
3877,22,25.1,6/14/2022 13:00,1
3878,23,24.733,6/14/2022 14:00,1
3879,0,24.767,6/14/2022 15:00,1
3880,1,25.1,6/14/2022 16:00,1
3881,2,25.35,6/14/2022 17:00,1
3882,3,25.567,6/14/2022 18:00,1
3883,4,25.633,6/14/2022 19:00,1
3884,5,25.7,6/14/2022 20:00,1
3885,6,25.7,6/14/2022 21:00,1
3886,7,18.2,6/14/2022 22:00,0
3887,8,10.2,6/14/2022 23:00,0
3888,9,10.133,6/15/2022 0:00,0
3889,10,10.267,6/15/2022 1:00,0
3890,11,10.467,6/15/2022 2:00,0
3891,12,11.033,6/15/2022 3:00,0
3892,13,11.1,6/15/2022 4:00,0
3893,14,11.533,6/15/2022 5:00,0
3894,15,11.5,6/15/2022 6:00,0
3895,16,10.933,6/15/2022 7:00,0
3896,17,10.767,6/15/2022 8:00,0
3897,18,10.067,6/15/2022 9:00,0
3898,19,9.5,6/15/2022 10:00,1
3899,20,9.2,6/15/2022 11:00,1
3900,21,9.133,6/15/2022 12:00,1
3901,22,8.8,6/15/2022 13:00,1
3902,23,8.65,6/15/2022 14:00,1
3903,0,14.45,6/15/2022 15:00,0
3904,1,21.067,6/15/2022 16:00,0
3905,2,23.333,6/15/2022 17:00,1
3906,3,24.433,6/15/2022 18:00,1
3907,4,25.067,6/15/2022 19:00,1
3908,5,25.5,6/15/2022 20:00,1
3909,6,25.633,6/15/2022 21:00,1
3910,7,20.067,6/15/2022 22:00,0
3911,8,10.067,6/15/2022 23:00,0
3912,9,10.233,6/16/2022 0:00,0
3913,10,10.333,6/16/2022 1:00,0
3914,11,14.15,6/16/2022 2:00,0
3915,12,10.933,6/16/2022 3:00,0
3916,13,10.733,6/16/2022 4:00,0
3917,14,10.833,6/16/2022 5:00,0
3918,15,11.1,6/16/2022 6:00,0
3919,16,10.967,6/16/2022 7:00,0
3920,17,10.533,6/16/2022 8:00,0
3921,18,10.267,6/16/2022 9:00,0
3922,19,9.9,6/16/2022 10:00,1
3923,20,9.65,6/16/2022 11:00,1
3924,21,9.8,6/16/2022 12:00,1
3925,22,9.375,6/16/2022 13:00,1
3926,23,9.133,6/16/2022 14:00,1
3927,0,15.233,6/16/2022 15:00,0
